timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1739580026267,21,Update Book-0,302,,MainThreadGroup 1-71,,true,,186,274,34,34,http://192.168.1.107:8080/books/update/275,21,0,0
1739580026288,16,Update Book-1,200,,MainThreadGroup 1-71,text,true,,46281,125,34,34,http://192.168.1.107:8080/books,14,0,0
1739580026317,5,Show Edit Form,200,,MainThreadGroup 1-76,text,true,,900,134,34,34,http://192.168.1.107:8080/books/edit/280,5,0,0
1739580026339,2,JDBC Request,200,OK,MainThreadGroup 1-85,text,true,,7,0,34,34,null,2,0,0
1739580026329,19,Show List Form,200,,MainThreadGroup 1-100,text,true,,46281,185,34,34,http://192.168.1.107:8080/books,11,0,2
1739580026328,34,Add Book POST,200,,MainThreadGroup 1-90,text,true,,46726,389,34,34,http://192.168.1.107:8080/books,21,0,0
1739580026328,21,Add Book POST-0,302,,MainThreadGroup 1-90,,true,,186,264,34,34,http://192.168.1.107:8080/books/add,21,0,0
1739580026350,12,Add Book POST-1,200,,MainThreadGroup 1-90,text,true,,46540,125,34,34,http://192.168.1.107:8080/books,9,0,0
1739580026368,8,Show Add Form,200,,MainThreadGroup 1-95,text,true,,842,129,34,34,http://192.168.1.107:8080/books/add,8,0,0
1739580026390,0,Debug Sampler,200,OK,MainThreadGroup 1-81,text,true,,515,0,34,34,null,0,0,0
1739580026419,3,JDBC Request,200,OK,MainThreadGroup 1-86,text,true,,7,0,34,34,null,2,0,1
1739580026437,6,Show Add Form,200,,MainThreadGroup 1-96,text,true,,842,129,34,34,http://192.168.1.107:8080/books/add,6,0,0
1739580026394,61,Delete Book,200,,MainThreadGroup 1-67,text,true,,46460,261,34,34,http://192.168.1.107:8080/books,32,0,0
1739580026394,32,Delete Book-0,302,,MainThreadGroup 1-67,,true,,186,136,34,34,http://192.168.1.107:8080/books/delete/271,32,0,0
1739580026426,29,Delete Book-1,200,,MainThreadGroup 1-67,text,true,,46274,125,34,34,http://192.168.1.107:8080/books,21,0,0
1739580026431,27,Show Edit Form,200,,MainThreadGroup 1-77,text,true,,900,134,33,33,http://192.168.1.107:8080/books/edit/281,27,0,0
1739580026409,73,Update Book,200,,MainThreadGroup 1-72,text,true,,46460,399,33,33,http://192.168.1.107:8080/books,43,0,0
1739580026409,43,Update Book-0,302,,MainThreadGroup 1-72,,true,,186,274,33,33,http://192.168.1.107:8080/books/update/276,43,0,0
1739580026452,30,Update Book-1,200,,MainThreadGroup 1-72,text,true,,46274,125,33,33,http://192.168.1.107:8080/books,28,0,0
1739580026416,69,Add Book POST,200,,MainThreadGroup 1-91,text,true,,46726,389,33,33,http://192.168.1.107:8080/books,27,0,0
1739580026416,27,Add Book POST-0,302,,MainThreadGroup 1-91,,true,,186,264,33,33,http://192.168.1.107:8080/books/add,27,0,0
1739580026444,41,Add Book POST-1,200,,MainThreadGroup 1-91,text,true,,46540,125,33,33,http://192.168.1.107:8080/books,38,0,0
1739580026490,2,Debug Sampler,200,OK,MainThreadGroup 1-82,text,true,,515,0,33,33,null,0,0,0
1739580026457,43,Delete Book,200,,MainThreadGroup 1-68,text,true,,46460,261,33,33,http://192.168.1.107:8080/books,23,0,0
1739580026457,23,Delete Book-0,302,,MainThreadGroup 1-68,,true,,186,136,33,33,http://192.168.1.107:8080/books/delete/272,23,0,0
1739580026480,20,Delete Book-1,200,,MainThreadGroup 1-68,text,true,,46274,125,33,33,http://192.168.1.107:8080/books,15,0,0
1739580026497,7,JDBC Request,200,OK,MainThreadGroup 1-87,text,true,,7,0,32,32,null,7,0,1
1739580026512,15,Show Add Form,200,,MainThreadGroup 1-97,text,true,,842,129,32,32,http://192.168.1.107:8080/books/add,4,0,0
1739580026534,13,Show Edit Form,200,,MainThreadGroup 1-78,text,true,,900,134,32,32,http://192.168.1.107:8080/books/edit/282,13,0,0
1739580026506,51,Update Book,200,,MainThreadGroup 1-73,text,true,,46726,399,32,32,http://192.168.1.107:8080/books,27,0,0
1739580026506,27,Update Book-0,302,,MainThreadGroup 1-73,,true,,186,274,32,32,http://192.168.1.107:8080/books/update/277,27,0,0
1739580026533,24,Update Book-1,200,,MainThreadGroup 1-73,text,true,,46540,125,32,32,http://192.168.1.107:8080/books,21,0,0
1739580026501,61,Add Book POST,200,,MainThreadGroup 1-92,text,true,,46726,389,32,32,http://192.168.1.107:8080/books,33,0,0
1739580026501,33,Add Book POST-0,302,,MainThreadGroup 1-92,,true,,186,264,32,32,http://192.168.1.107:8080/books/add,33,0,0
1739580026534,28,Add Book POST-1,200,,MainThreadGroup 1-92,text,true,,46540,125,32,32,http://192.168.1.107:8080/books,21,0,0
1739580026518,48,Delete Book,200,,MainThreadGroup 1-69,text,true,,46460,261,32,32,http://192.168.1.107:8080/books,33,0,0
1739580026518,33,Delete Book-0,302,,MainThreadGroup 1-69,,true,,186,136,32,32,http://192.168.1.107:8080/books/delete/273,33,0,0
1739580026551,15,Delete Book-1,200,,MainThreadGroup 1-69,text,true,,46274,125,32,32,http://192.168.1.107:8080/books,11,0,0
1739580026580,3,Show Add Form,200,,MainThreadGroup 1-98,text,true,,842,129,31,31,http://192.168.1.107:8080/books/add,3,0,0
1739580026591,0,Debug Sampler,200,OK,MainThreadGroup 1-83,text,true,,515,0,31,31,null,0,0,0
1739580026577,40,Update Book,200,,MainThreadGroup 1-74,text,true,,46467,399,31,31,http://192.168.1.107:8080/books,23,0,0
1739580026577,23,Update Book-0,302,,MainThreadGroup 1-74,,true,,186,274,31,31,http://192.168.1.107:8080/books/update/278,23,0,0
1739580026600,17,Update Book-1,200,,MainThreadGroup 1-74,text,true,,46281,125,31,31,http://192.168.1.107:8080/books,14,0,0
1739580026621,4,JDBC Request,200,OK,MainThreadGroup 1-88,text,true,,7,0,31,31,null,3,0,0
1739580026635,14,Show Edit Form,200,,MainThreadGroup 1-79,text,true,,900,134,31,31,http://192.168.1.107:8080/books/edit/283,14,0,0
1739580026609,44,Add Book POST,200,,MainThreadGroup 1-93,text,true,,46726,389,31,31,http://192.168.1.107:8080/books,25,0,0
1739580026609,25,Add Book POST-0,302,,MainThreadGroup 1-93,,true,,186,264,31,31,http://192.168.1.107:8080/books/add,25,0,0
1739580026634,19,Add Book POST-1,200,,MainThreadGroup 1-93,text,true,,46540,125,31,31,http://192.168.1.107:8080/books,15,0,0
1739580026657,1,Debug Sampler,200,OK,MainThreadGroup 1-84,text,true,,515,0,31,31,null,0,0,0
1739580026620,44,Delete Book,200,,MainThreadGroup 1-70,text,true,,46460,261,31,31,http://192.168.1.107:8080/books,24,0,0
1739580026620,24,Delete Book-0,302,,MainThreadGroup 1-70,,true,,186,136,31,31,http://192.168.1.107:8080/books/delete/274,24,0,0
1739580026644,20,Delete Book-1,200,,MainThreadGroup 1-70,text,true,,46274,125,31,31,http://192.168.1.107:8080/books,17,0,0
1739580026643,37,Update Book,200,,MainThreadGroup 1-75,text,true,,46467,399,30,30,http://192.168.1.107:8080/books,24,0,0
1739580026643,24,Update Book-0,302,,MainThreadGroup 1-75,,true,,186,274,30,30,http://192.168.1.107:8080/books/update/279,24,0,0
1739580026667,13,Update Book-1,200,,MainThreadGroup 1-75,text,true,,46281,125,30,30,http://192.168.1.107:8080/books,9,0,0
1739580026683,1,JDBC Request,200,OK,MainThreadGroup 1-89,text,true,,7,0,30,30,null,1,0,0
1739580026679,18,Show Edit Form,200,,MainThreadGroup 1-80,text,true,,900,134,30,30,http://192.168.1.107:8080/books/edit/284,18,0,0
1739580026702,2,Show Add Form,200,,MainThreadGroup 1-99,text,true,,842,129,30,30,http://192.168.1.107:8080/books/add,2,0,0
1739580026674,33,Add Book POST,200,,MainThreadGroup 1-94,text,true,,46726,389,30,30,http://192.168.1.107:8080/books,19,0,0
1739580026674,19,Add Book POST-0,302,,MainThreadGroup 1-94,,true,,186,264,30,30,http://192.168.1.107:8080/books/add,19,0,0
1739580026693,14,Add Book POST-1,200,,MainThreadGroup 1-94,text,true,,46540,125,30,30,http://192.168.1.107:8080/books,11,0,0
1739580026743,0,Debug Sampler,200,OK,MainThreadGroup 1-85,text,true,,514,0,30,30,null,0,0,0
1739580026712,36,Delete Book,200,,MainThreadGroup 1-71,text,true,,46460,261,30,30,http://192.168.1.107:8080/books,14,0,0
1739580026712,14,Delete Book-0,302,,MainThreadGroup 1-71,,true,,186,136,30,30,http://192.168.1.107:8080/books/delete/275,14,0,0
1739580026726,22,Delete Book-1,200,,MainThreadGroup 1-71,text,true,,46274,125,30,30,http://192.168.1.107:8080/books,16,0,0
1739580026749,2,Show Add Form,200,,MainThreadGroup 1-100,text,true,,842,129,29,29,http://192.168.1.107:8080/books/add,2,0,0
1739580026723,37,Update Book,200,,MainThreadGroup 1-76,text,true,,46467,399,29,29,http://192.168.1.107:8080/books,23,0,0
1739580026723,23,Update Book-0,302,,MainThreadGroup 1-76,,true,,186,274,29,29,http://192.168.1.107:8080/books/update/280,23,0,0
1739580026746,14,Update Book-1,200,,MainThreadGroup 1-76,text,true,,46281,125,29,29,http://192.168.1.107:8080/books,11,0,0
1739580026762,1,JDBC Request,200,OK,MainThreadGroup 1-90,text,true,,7,0,29,29,null,1,0,0
1739580026791,9,Show Edit Form,200,,MainThreadGroup 1-81,text,true,,900,134,29,29,http://192.168.1.107:8080/books/edit/285,9,0,0
1739580026777,29,Add Book POST,200,,MainThreadGroup 1-95,text,true,,46726,389,29,29,http://192.168.1.107:8080/books,15,0,0
1739580026777,15,Add Book POST-0,302,,MainThreadGroup 1-95,,true,,186,264,29,29,http://192.168.1.107:8080/books/add,15,0,0
1739580026792,14,Add Book POST-1,200,,MainThreadGroup 1-95,text,true,,46540,125,29,29,http://192.168.1.107:8080/books,14,0,0
1739580026822,0,Debug Sampler,200,OK,MainThreadGroup 1-86,text,true,,515,0,29,29,null,0,0,0
1739580026845,30,Add Book POST,200,,MainThreadGroup 1-96,text,true,,46985,389,29,29,http://192.168.1.107:8080/books,12,0,0
1739580026845,12,Add Book POST-0,302,,MainThreadGroup 1-96,,true,,186,264,29,29,http://192.168.1.107:8080/books/add,12,0,0
1739580026857,18,Add Book POST-1,200,,MainThreadGroup 1-96,text,true,,46799,125,29,29,http://192.168.1.107:8080/books,14,0,0
1739580026859,30,Update Book,200,,MainThreadGroup 1-77,text,true,,46992,399,29,29,http://192.168.1.107:8080/books,17,0,0
1739580026859,17,Update Book-0,302,,MainThreadGroup 1-77,,true,,186,274,29,29,http://192.168.1.107:8080/books/update/281,17,0,0
1739580026876,13,Update Book-1,200,,MainThreadGroup 1-77,text,true,,46806,125,29,29,http://192.168.1.107:8080/books,13,0,0
1739580026889,7,JDBC Request,200,OK,MainThreadGroup 1-91,text,true,,7,0,29,29,null,6,0,0
1739580026905,1,Debug Sampler,200,OK,MainThreadGroup 1-87,text,true,,515,0,29,29,null,0,0,0
1739580026894,17,Show Edit Form,200,,MainThreadGroup 1-82,text,true,,900,134,29,29,http://192.168.1.107:8080/books/edit/287,17,0,0
1739580026883,55,Delete Book,200,,MainThreadGroup 1-72,text,true,,46726,261,29,29,http://192.168.1.107:8080/books,35,0,0
1739580026883,35,Delete Book-0,302,,MainThreadGroup 1-72,,true,,186,136,29,29,http://192.168.1.107:8080/books/delete/276,35,0,0
1739580026918,20,Delete Book-1,200,,MainThreadGroup 1-72,text,true,,46540,125,29,29,http://192.168.1.107:8080/books,13,0,0
1739580026927,38,Add Book POST,200,,MainThreadGroup 1-97,text,true,,46985,389,28,28,http://192.168.1.107:8080/books,21,0,0
1739580026927,21,Add Book POST-0,302,,MainThreadGroup 1-97,,true,,186,264,28,28,http://192.168.1.107:8080/books/add,21,0,0
1739580026948,17,Add Book POST-1,200,,MainThreadGroup 1-97,text,true,,46799,125,28,28,http://192.168.1.107:8080/books,17,0,0
1739580026966,6,JDBC Request,200,OK,MainThreadGroup 1-92,text,true,,7,0,28,28,null,5,0,0
1739580026948,62,Update Book,200,,MainThreadGroup 1-78,text,true,,46726,399,28,28,http://192.168.1.107:8080/books,20,0,0
1739580026948,20,Update Book-0,302,,MainThreadGroup 1-78,,true,,186,274,28,28,http://192.168.1.107:8080/books/update/282,20,0,0
1739580026968,42,Update Book-1,200,,MainThreadGroup 1-78,text,true,,46540,125,28,28,http://192.168.1.107:8080/books,21,0,0
1739580026992,21,Show Edit Form,200,,MainThreadGroup 1-83,text,true,,900,134,28,28,http://192.168.1.107:8080/books/edit/287,21,0,0
1739580026958,57,Delete Book,200,,MainThreadGroup 1-73,text,true,,46726,261,28,28,http://192.168.1.107:8080/books,18,0,0
1739580026958,18,Delete Book-0,302,,MainThreadGroup 1-73,,true,,186,136,28,28,http://192.168.1.107:8080/books/delete/277,18,0,0
1739580026976,39,Delete Book-1,200,,MainThreadGroup 1-73,text,true,,46540,125,28,28,http://192.168.1.107:8080/books,35,0,0
1739580027028,0,Debug Sampler,200,OK,MainThreadGroup 1-88,text,true,,515,0,27,27,null,0,0,0
1739580026984,62,Add Book POST,200,,MainThreadGroup 1-98,text,true,,46719,389,27,27,http://192.168.1.107:8080/books,43,0,0
1739580026984,43,Add Book POST-0,302,,MainThreadGroup 1-98,,true,,186,264,27,27,http://192.168.1.107:8080/books/add,43,0,0
1739580027027,19,Add Book POST-1,200,,MainThreadGroup 1-98,text,true,,46533,125,27,27,http://192.168.1.107:8080/books,17,0,0
1739580027018,32,Delete Book,200,,MainThreadGroup 1-74,text,true,,46719,261,27,27,http://192.168.1.107:8080/books,19,0,0
1739580027018,19,Delete Book-0,302,,MainThreadGroup 1-74,,true,,186,136,27,27,http://192.168.1.107:8080/books/delete/278,19,0,0
1739580027038,12,Delete Book-1,200,,MainThreadGroup 1-74,text,true,,46533,125,27,27,http://192.168.1.107:8080/books,10,0,0
1739580027057,3,JDBC Request,200,OK,MainThreadGroup 1-93,text,true,,7,0,26,26,null,3,0,0
1739580027058,12,Show Edit Form,200,,MainThreadGroup 1-84,text,true,,900,134,26,26,http://192.168.1.107:8080/books/edit/288,11,0,0
1739580027085,1,Debug Sampler,200,OK,MainThreadGroup 1-89,text,true,,515,0,26,26,null,0,0,0
1739580027057,29,Update Book,200,,MainThreadGroup 1-79,text,true,,46726,399,26,26,http://192.168.1.107:8080/books,15,0,0
1739580027057,15,Update Book-0,302,,MainThreadGroup 1-79,,true,,186,274,26,26,http://192.168.1.107:8080/books/update/283,15,0,0
1739580027072,14,Update Book-1,200,,MainThreadGroup 1-79,text,true,,46540,125,26,26,http://192.168.1.107:8080/books,9,0,0
1739580027082,29,Delete Book,200,,MainThreadGroup 1-75,text,true,,46460,261,26,26,http://192.168.1.107:8080/books,14,0,0
1739580027082,14,Delete Book-0,302,,MainThreadGroup 1-75,,true,,186,136,26,26,http://192.168.1.107:8080/books/delete/279,14,0,0
1739580027096,15,Delete Book-1,200,,MainThreadGroup 1-75,text,true,,46274,125,26,26,http://192.168.1.107:8080/books,11,0,0
1739580027110,2,JDBC Request,200,OK,MainThreadGroup 1-94,text,true,,7,0,25,25,null,2,0,0
1739580027097,41,Update Book,200,,MainThreadGroup 1-80,text,true,,46726,399,25,25,http://192.168.1.107:8080/books,24,0,0
1739580027097,24,Update Book-0,302,,MainThreadGroup 1-80,,true,,186,274,25,25,http://192.168.1.107:8080/books/update/284,24,0,0
1739580027121,17,Update Book-1,200,,MainThreadGroup 1-80,text,true,,46540,125,25,25,http://192.168.1.107:8080/books,14,0,0
1739580027104,37,Add Book POST,200,,MainThreadGroup 1-99,text,true,,46726,389,25,25,http://192.168.1.107:8080/books,23,0,0
1739580027104,23,Add Book POST-0,302,,MainThreadGroup 1-99,,true,,186,264,25,25,http://192.168.1.107:8080/books/add,23,0,0
1739580027127,14,Add Book POST-1,200,,MainThreadGroup 1-99,text,true,,46540,125,25,25,http://192.168.1.107:8080/books,11,0,0
1739580027144,5,Show Edit Form,200,,MainThreadGroup 1-85,text,true,,900,134,25,25,http://192.168.1.107:8080/books/edit/289,5,0,0
1739580027165,1,Debug Sampler,200,OK,MainThreadGroup 1-90,text,true,,515,0,25,25,null,0,0,0
1739580027152,28,Add Book POST,200,,MainThreadGroup 1-100,text,true,,46985,389,25,25,http://192.168.1.107:8080/books,12,0,0
1739580027152,12,Add Book POST-0,302,,MainThreadGroup 1-100,,true,,186,264,25,25,http://192.168.1.107:8080/books/add,12,0,0
1739580027164,16,Add Book POST-1,200,,MainThreadGroup 1-100,text,true,,46799,125,25,25,http://192.168.1.107:8080/books,11,0,0
1739580027161,41,Delete Book,200,,MainThreadGroup 1-76,text,true,,46719,261,25,25,http://192.168.1.107:8080/books,24,0,0
1739580027161,24,Delete Book-0,302,,MainThreadGroup 1-76,,true,,186,136,25,25,http://192.168.1.107:8080/books/delete/280,24,0,0
1739580027187,15,Delete Book-1,200,,MainThreadGroup 1-76,text,true,,46533,125,25,25,http://192.168.1.107:8080/books,12,0,0
1739580027207,1,JDBC Request,200,OK,MainThreadGroup 1-95,text,true,,7,0,24,24,null,1,0,0
1739580027223,4,Show Edit Form,200,,MainThreadGroup 1-86,text,true,,900,134,24,24,http://192.168.1.107:8080/books/edit/290,4,0,0
1739580027201,31,Update Book,200,,MainThreadGroup 1-81,text,true,,46726,399,24,24,http://192.168.1.107:8080/books,20,0,0
1739580027201,20,Update Book-0,302,,MainThreadGroup 1-81,,true,,186,274,24,24,http://192.168.1.107:8080/books/update/285,20,0,0
1739580027222,10,Update Book-1,200,,MainThreadGroup 1-81,text,true,,46540,125,24,24,http://192.168.1.107:8080/books,6,0,0
1739580027275,2,JDBC Request,200,OK,MainThreadGroup 1-96,text,true,,7,0,24,24,null,2,0,1
1739580027296,0,Debug Sampler,200,OK,MainThreadGroup 1-91,text,true,,515,0,24,24,null,0,0,0
1739580027307,7,Show Edit Form,200,,MainThreadGroup 1-87,text,true,,900,134,24,24,http://192.168.1.107:8080/books/edit/291,6,0,0
1739580027292,26,Delete Book,200,,MainThreadGroup 1-77,text,true,,46460,261,24,24,http://192.168.1.107:8080/books,12,0,0
1739580027292,12,Delete Book-0,302,,MainThreadGroup 1-77,,true,,186,136,24,24,http://192.168.1.107:8080/books/delete/281,12,0,0
1739580027304,14,Delete Book-1,200,,MainThreadGroup 1-77,text,true,,46274,125,24,24,http://192.168.1.107:8080/books,10,0,0
1739580027311,27,Update Book,200,,MainThreadGroup 1-82,text,true,,46467,399,23,23,http://192.168.1.107:8080/books,17,0,0
1739580027311,17,Update Book-0,302,,MainThreadGroup 1-82,,true,,186,274,23,23,http://192.168.1.107:8080/books/update/287,17,0,0
1739580027328,10,Update Book-1,200,,MainThreadGroup 1-82,text,true,,46281,125,23,23,http://192.168.1.107:8080/books,7,0,0
1739580027365,2,JDBC Request,200,OK,MainThreadGroup 1-97,text,true,,7,0,23,23,null,2,0,1
1739580027372,0,Debug Sampler,200,OK,MainThreadGroup 1-92,text,true,,515,0,23,23,null,0,0,0
1739580027429,10,Show Edit Form,200,,MainThreadGroup 1-88,text,true,,900,134,23,23,http://192.168.1.107:8080/books/edit/292,10,0,0
1739580027414,25,Update Book,200,,MainThreadGroup 1-83,text,true,,46201,399,23,23,http://192.168.1.107:8080/books,6,0,0
1739580027414,6,Update Book-0,302,,MainThreadGroup 1-83,,true,,186,274,23,23,http://192.168.1.107:8080/books/update/287,6,0,0
1739580027421,18,Update Book-1,200,,MainThreadGroup 1-83,text,true,,46015,125,23,23,http://192.168.1.107:8080/books,16,0,0
1739580027410,34,Delete Book,200,,MainThreadGroup 1-78,text,true,,46201,261,23,23,http://192.168.1.107:8080/books,19,0,0
1739580027410,19,Delete Book-0,302,,MainThreadGroup 1-78,,true,,186,136,23,23,http://192.168.1.107:8080/books/delete/282,19,0,0
1739580027429,15,Delete Book-1,200,,MainThreadGroup 1-78,text,true,,46015,125,23,23,http://192.168.1.107:8080/books,12,0,0
1739580027447,1,JDBC Request,200,OK,MainThreadGroup 1-98,text,true,,7,0,22,22,null,1,0,0
1739580027462,0,Debug Sampler,200,OK,MainThreadGroup 1-93,text,true,,515,0,22,22,null,0,0,0
1739580027486,7,Show Edit Form,200,,MainThreadGroup 1-89,text,true,,900,134,22,22,http://192.168.1.107:8080/books/edit/293,7,0,0
1739580027472,32,Update Book,200,,MainThreadGroup 1-84,text,true,,46208,399,22,22,http://192.168.1.107:8080/books,14,0,0
1739580027472,14,Update Book-0,302,,MainThreadGroup 1-84,,true,,186,274,22,22,http://192.168.1.107:8080/books/update/288,14,0,0
1739580027487,17,Update Book-1,200,,MainThreadGroup 1-84,text,true,,46022,125,22,22,http://192.168.1.107:8080/books,11,0,0
1739580027514,0,Debug Sampler,200,OK,MainThreadGroup 1-94,text,true,,515,0,22,22,null,0,0,0
1739580027489,25,Delete Book,200,,MainThreadGroup 1-79,text,true,,45942,261,22,22,http://192.168.1.107:8080/books,14,0,0
1739580027489,14,Delete Book-0,302,,MainThreadGroup 1-79,,true,,186,136,22,22,http://192.168.1.107:8080/books/delete/283,14,0,0
1739580027503,11,Delete Book-1,200,,MainThreadGroup 1-79,text,true,,45756,125,22,22,http://192.168.1.107:8080/books,9,0,0
1739580027542,1,JDBC Request,200,OK,MainThreadGroup 1-99,text,true,,7,0,21,21,null,1,0,0
1739580027539,31,Delete Book,200,,MainThreadGroup 1-80,text,true,,45676,261,21,21,http://192.168.1.107:8080/books,17,0,0
1739580027539,17,Delete Book-0,302,,MainThreadGroup 1-80,,true,,186,136,21,21,http://192.168.1.107:8080/books/delete/284,17,0,0
1739580027556,14,Delete Book-1,200,,MainThreadGroup 1-80,text,true,,45490,125,21,21,http://192.168.1.107:8080/books,8,0,0
1739580027566,13,Show Edit Form,200,,MainThreadGroup 1-90,text,true,,900,134,20,20,http://192.168.1.107:8080/books/edit/294,13,0,0
1739580027581,2,JDBC Request,200,OK,MainThreadGroup 1-100,text,true,,7,0,20,20,null,2,0,0
1739580027550,42,Update Book,200,,MainThreadGroup 1-85,text,true,,45683,399,20,20,http://192.168.1.107:8080/books,25,0,0
1739580027550,25,Update Book-0,302,,MainThreadGroup 1-85,,true,,186,274,20,20,http://192.168.1.107:8080/books/update/289,25,0,0
1739580027576,16,Update Book-1,200,,MainThreadGroup 1-85,text,true,,45497,125,20,20,http://192.168.1.107:8080/books,10,0,0
1739580027610,0,Debug Sampler,200,OK,MainThreadGroup 1-95,text,true,,515,0,20,20,null,0,0,0
1739580027629,35,Update Book,200,,MainThreadGroup 1-86,text,true,,45423,399,20,20,http://192.168.1.107:8080/books,19,0,0
1739580027629,19,Update Book-0,302,,MainThreadGroup 1-86,,true,,186,274,20,20,http://192.168.1.107:8080/books/update/290,19,0,0
1739580027649,15,Update Book-1,200,,MainThreadGroup 1-86,text,true,,45237,125,20,20,http://192.168.1.107:8080/books,12,0,0
1739580027634,31,Delete Book,200,,MainThreadGroup 1-81,text,true,,45423,261,20,20,http://192.168.1.107:8080/books,17,0,0
1739580027634,17,Delete Book-0,302,,MainThreadGroup 1-81,,true,,186,136,20,20,http://192.168.1.107:8080/books/delete/285,17,0,0
1739580027651,14,Delete Book-1,200,,MainThreadGroup 1-81,text,true,,45237,125,20,20,http://192.168.1.107:8080/books,11,0,0
1739580027679,0,Debug Sampler,200,OK,MainThreadGroup 1-96,text,true,,514,0,19,19,null,0,0,0
1739580027698,6,Show Edit Form,200,,MainThreadGroup 1-91,text,true,,900,134,19,19,http://192.168.1.107:8080/books/edit/296,6,0,0
1739580027714,26,Update Book,200,,MainThreadGroup 1-87,text,true,,45430,399,19,19,http://192.168.1.107:8080/books,15,0,0
1739580027714,15,Update Book-0,302,,MainThreadGroup 1-87,,true,,186,274,19,19,http://192.168.1.107:8080/books/update/291,15,0,0
1739580027730,10,Update Book-1,200,,MainThreadGroup 1-87,text,true,,45244,125,19,19,http://192.168.1.107:8080/books,9,0,0
1739580027740,28,Delete Book,200,,MainThreadGroup 1-82,text,true,,45164,261,19,19,http://192.168.1.107:8080/books,17,0,0
1739580027740,17,Delete Book-0,302,,MainThreadGroup 1-82,,true,,186,136,19,19,http://192.168.1.107:8080/books/delete/287,17,0,0
1739580027757,11,Delete Book-1,200,,MainThreadGroup 1-82,text,true,,44978,125,19,19,http://192.168.1.107:8080/books,8,0,0
1739580027768,0,Debug Sampler,200,OK,MainThreadGroup 1-97,text,true,,515,0,19,19,null,0,0,0
1739580027774,7,Show Edit Form,200,,MainThreadGroup 1-92,text,true,,900,134,18,18,http://192.168.1.107:8080/books/edit/297,7,0,0
1739580027850,0,Debug Sampler,200,OK,MainThreadGroup 1-98,text,true,,515,0,18,18,null,0,0,0
1739580027841,18,Delete Book,200,,MainThreadGroup 1-83,text,true,,45164,261,18,18,http://192.168.1.107:8080/books,4,0,0
1739580027841,4,Delete Book-0,302,,MainThreadGroup 1-83,,true,,186,136,18,18,http://192.168.1.107:8080/books/delete/287,4,0,0
1739580027845,14,Delete Book-1,200,,MainThreadGroup 1-83,text,true,,44978,125,18,18,http://192.168.1.107:8080/books,10,0,0
1739580027863,8,Show Edit Form,200,,MainThreadGroup 1-93,text,true,,900,134,17,17,http://192.168.1.107:8080/books/edit/298,8,0,0
1739580027840,41,Update Book,200,,MainThreadGroup 1-88,text,true,,45171,399,17,17,http://192.168.1.107:8080/books,22,0,0
1739580027840,22,Update Book-0,302,,MainThreadGroup 1-88,,true,,186,274,17,17,http://192.168.1.107:8080/books/update/292,22,0,0
1739580027862,19,Update Book-1,200,,MainThreadGroup 1-88,text,true,,44985,125,17,17,http://192.168.1.107:8080/books,15,0,0
1739580027915,16,Show Edit Form,200,,MainThreadGroup 1-94,text,true,,900,134,17,17,http://192.168.1.107:8080/books/edit/298,15,0,0
1739580027894,37,Update Book,200,,MainThreadGroup 1-89,text,true,,45178,399,17,17,http://192.168.1.107:8080/books,11,0,0
1739580027894,11,Update Book-0,302,,MainThreadGroup 1-89,,true,,186,274,17,17,http://192.168.1.107:8080/books/update/293,11,0,0
1739580027905,26,Update Book-1,200,,MainThreadGroup 1-89,text,true,,44992,125,17,17,http://192.168.1.107:8080/books,23,0,0
1739580027905,33,Delete Book,200,,MainThreadGroup 1-84,text,true,,44912,261,17,17,http://192.168.1.107:8080/books,17,0,0
1739580027905,17,Delete Book-0,302,,MainThreadGroup 1-84,,true,,186,136,17,17,http://192.168.1.107:8080/books/delete/288,17,0,0
1739580027922,16,Delete Book-1,200,,MainThreadGroup 1-84,text,true,,44726,125,17,17,http://192.168.1.107:8080/books,13,0,0
1739580027944,0,Debug Sampler,200,OK,MainThreadGroup 1-99,text,true,,515,0,16,16,null,0,0,0
1739580027983,1,Debug Sampler,200,OK,MainThreadGroup 1-100,text,true,,516,0,16,16,null,0,0,0
1739580027980,36,Update Book,200,,MainThreadGroup 1-90,text,true,,44919,399,16,16,http://192.168.1.107:8080/books,23,0,0
1739580027980,23,Update Book-0,302,,MainThreadGroup 1-90,,true,,186,274,16,16,http://192.168.1.107:8080/books/update/294,23,0,0
1739580028003,13,Update Book-1,200,,MainThreadGroup 1-90,text,true,,44733,125,16,16,http://192.168.1.107:8080/books,9,0,0
1739580028011,8,Show Edit Form,200,,MainThreadGroup 1-95,text,true,,900,134,16,16,http://192.168.1.107:8080/books/edit/300,8,0,0
1739580027992,39,Delete Book,200,,MainThreadGroup 1-85,text,true,,44653,261,16,16,http://192.168.1.107:8080/books,26,0,0
1739580027992,26,Delete Book-0,302,,MainThreadGroup 1-85,,true,,186,136,16,16,http://192.168.1.107:8080/books/delete/289,26,0,0
1739580028018,13,Delete Book-1,200,,MainThreadGroup 1-85,text,true,,44467,125,16,16,http://192.168.1.107:8080/books,10,0,0
1739580028080,8,Show Edit Form,200,,MainThreadGroup 1-96,text,true,,900,134,15,15,http://192.168.1.107:8080/books/edit/300,8,0,0
